84	3.0	a	They face some barrier to employment and they want to work.
85	3.38	a	And then the pay-off begins for the entire community.
86	3.4	a	Last year, participants in Goodwill programs earned --and paid taxes on -- wages of nearly $3.5 million.
87	3.3	a	Michael Sims felt that way at age 39 -- the day he earned a job.
88	3.0	a	November 15, 1994
89	3.0	a	The savings are counted in more ways than dollars and cents, however.
90	3.2	a	The families of the new wage earners may feel the accomplishment in terms of a house to live in, money to purchase food -- without food stamps -- and the beginning of a family focused on success, not hopelessness.
91	3.0	a	Won't you help make all of these successes possible?
92	3.6	a	Your gift will help give new meaning to the word success -- for people who have seldom had reason to use the word.
93	2.14	a	Michael was born with cerebral palsy.
94	3.25	a	Sincerely,
95	3.0	a	James M. McClelland President
96	3.6	a	For every dollar of public support Goodwill received last year, we returned $1.59 to the community in the form of earned wages and reduced public assistance payments.
97	2.38	a	His most recent job lasted only a year before cut-backs eliminated his position.
98	2.22	a	For 18 long months Michael could not find a job.
99	3.44	a	Think of your greatest accomplishments.
100	2.7	a	He resorted to public assistance dollars to survive.
101	3.6	a	At Goodwill, Michael's counselors felt that his personable demeanor could be a major attribute and identified for him a possible job-match where his people skills could shine.
102	3.6	a	After three interviews, Michael proved that he was the right person for the job.
103	4.0	a	Think of the joy and success they bring to you and your loved ones.
104	2.6	a	Their complaint: the system discourages working because unemployment provides benefits that many entry-level jobs don't include.
105	3.0	a	Some of the strongest critics of our welfare system are the people who have become dependent on it.
106	3.1	a	That's where you --and Goodwill --come in.
107	3.25	a	We help people train for and find jobs that make it possible for them to get off of welfare.
108	3.8	a	Last year, Goodwill placed 511 people in jobs, more than double the number we placed in 1993.
109	2.7	a	While the debate on welfare reform is gathering like a storm at sea, the people who need jobs are floundering.
110	2.8	a	And welfare reform is an uncertain solution with an unknown starting date.
111	3.87	a	Goodwill works.
112	2.86	a	Right now.
113	3.2	a	Please give the largest gift you can to Goodwill today.
114	3.0	a	Sincerely, Jack Dustman Chairman
115	2.3	a	With unemployment at its lowest point in years in central Indiana, many people still have a hard time finding meaningful employment.
116	2.9	a	Some, like Jerry, are ex-offenders.
117	2.57	a	Some are blind, deaf or have other physical disabilities.
118	3.4	a	But Goodwill offers hope even to people with numerous obstacles to overcome, like Jerry.
119	3.5	a	With a promising new job at a plastic injection molding manufacturer, his legal troubles in check and a safe place to live, Jerry can get on with the business of building a life for himself and contributing to his community.
120	3.0	a	March 17, 2000
121	3.0	a	For as long as he needs it, Goodwill will continue to help.
122	3.5	a	Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.
123	3.43	a	And, with your assistance, Goodwill can help employers develop resources to keep workers on the job.
124	3.29	a	Please make an investment in the stability of our community by sending a gift to Goodwill.
125	3.56	a	Your generosity will help people help themselves.
126	2.0	a	Reality hit when he was unable to reconcile with his wife and ended up on the street.
127	3.0	a	Name Address City, ST, Zip
128	3.0	a	He went to the Center Township Trustee for food stamps until he could find a job and a place to live.
129	3.2	a	The Trustee referred him to the Blue Triangle where he consulted Goodwill's Career Academy staff for job search assistance.
130	3.0	a	Dear Name:
131	2.5	a	But Jerry's troubles didn't end there.
132	2.89	a	The seasonal construction job he obtained soon ended, and he returned to Career Academy for help once more.
133	3.0	a	Such fund are often used for college tuition, vocational training or a deposit on an apartment.
134	2.29	a	Without private donor support, this Fund doesn't exist.
135	3.12	a	Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.
136	3.22	a	Sincerely,
137	2.9	a	Mary Roth Executive Director
138	3.0	a	The young adults who leave Pleasant Run have those same feelings.
139	2.5	a	Very few have family support to get them started.
140	2.62	a	Many need furniture, linens and other basic necessities to begin lives on their own.
141	3.0	a	Name Address City, ST Zip
142	3.2	a	To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs.
143	3.2	a	Individuals who are being emancipated are eligible to receive up to $500 from the Fund if they formally apply and meet four requirements:
144	3.22	a	Dear ,
145	3.0	a	1. Release by the courts
146	3.5	a	2. Successful completion of all life skills tests
147	3.1	a	Do you remember the combination of elation and apprehension you felt when you first left home?
148	2.88	a	3. Positive termination of his or her Pleasant Run program
149	3.29	a	4. Possession of a high school diploma or GED
150	3.0	a	Proof of meeting these, two staff reference letters and an essay stating why they should receive a grant and how it will be used are all reviewed by a Pleasant Run panel, which determines if the applicant merits the funds.
151	3.0	a	Then the task was to help children who lost parents in the Civil War.
152	2.6	a	Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.
153	3.3	a	Some come from families where, through therapy, there is hope for reunification.
154	3.2	a	"For others, ""families"" are the counselors are housemates at the group homes where they live."
155	2.36	a	The biggest tragedy is that the problems don't go away; they only grow.
156	3.5	a	In 1995 we will serve over 850 children and 340 families.
157	3.0	a	In 1996, these figures will triple.
158	3.63	a	The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society.
159	3.5	a	They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence.
160	3.3	a	Often it is a long, hard struggle, but the results are well worth it.
161	2.7	a	For Pleasant Run to continue to serve abused and neglected children and their families, we need your support.
162	2.71	a	The Funding sources are shrinking, but the needs grow explosively.
163	3.2	a	"Please ""help good kids get better"" by sending us a contribution today."
164	3.0	a	Mary Roth
165	2.1	a	Older kids, like Tracy and Kerry, left homeless after a recent murder-suicide in Indianapolis claimed Mom and Dad.
166	2.4	a	Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood.
167	3.0	a	Dear Friend:
168	3.62	a	Real people!
169	1.9	a	Families are being torn apart, and too often, children are the victims.
170	3.1	a	What kind of people benefit by your contribution to Pleasant Run Children's Homes?
171	2.29	a	Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;
172	2.5	a	Alice, sent to a group home to get help because of severe behavior disorders;
173	3.1	a	Pleasant Run Children's Homes began serving children nearly 130 years ago.
174	2.7	a	For some, it's a matter of weeks or months;
175	2.78	a	for others, it's years.
176	3.0	a	We wouldn't exist if the need weren't there.
177	3.1	a	The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.
178	3.4	a	"Pleasant Run Children's Homes... ""where good kids get better."""
179	3.2	a	Sincerely,
180	3.0	a	Mary Roth Tom Hirschauer
181	3.0	a	June 26, 1995
182	3.11	a	Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.
183	2.43	a	We all hear about today's increases in neglect, abuse and abandonment of those who can't fight back: children.
184	2.8	a	This is not newsletter.
185	3.0	a	Yet few of us hear enough about kids who live through these adversities and do make the grade.
186	3.7	a	The positive side.
187	3.4	a	These are special children.
188	3.0	a	It is a fund-raising appeal.
189	2.9	a	They come into a Pleasant Run program...
190	2.88	a	whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes.
191	3.44	a	Your contribution will make a difference in a child's life.
192	3.78	a	It can certainly make happy holiday memories.
193	3.55	a	A gift to Pleasant Run means the children in our care will have presents to open.
194	3.33	a	A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on.
195	3.5	a	Your gift will go beyond the holiday season.
196	3.25	a	Please take a few minutes to mail a donation to Pleasant run.
197	3.4	a	Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.
198	4.3	a	We wish you and your family a new year full of joy and love.
199	3.12	a	Sincerely,
200	3.0	a	Mary Roth Executive Director
201	4.0	a	This is the time of year when we give thanks for the warmth and love that surrounds us.
202	2.7	a	And this time of year is an occasion to remember those not as fortunate as we are.
203	3.2	a	Pleasant Run cares for at-risk children and families.
204	3.0	a	We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center.
205	2.33	a	Many of the children are victims of abuse or live in unstable homes.
206	3.12	a	Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families we care for.
207	2.12	a	Many of the children have no homes; no memories of joy from past holidays.
208	2.4	a	Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible.
209	3.0	a	If you are interested and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222.
210	3.0	a	We would like to have families matched with sponsors non later than xxxx.
211	3.78	a	Thank you for considering this opportunity to make this a memorable holiday season for a family in need.
212	3.2	a	Sincerely,
213	3.1	a	It's hard to believe that the holiday season is only two months away.
214	3.1	a	Every year we seek companies, organizations and individuals to sponsor one or more of our families.
215	3.4	a	These programs focus on keeping the family together by providing counseling and other services to the entire family.
216	2.5	a	After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc.
217	2.25	a	But, the holiday season is a particularly difficult time for these families.
218	2.44	a	They do not have the resources necessary to purchase gifts or food for a holiday meal.
219	3.1	a	We are asking you to consider sponsoring one of our families for this holiday season.
220	3.1	a	At Pleasant Run, Inc. we are making plans and arrangements for our children and families.
221	2.9	a	It costs $225 to send one child to camp.
222	3.1	a	Many members of the Boys & Girls Clubs of Indianapolis can't afford to go to camp without financial assistance, and that's why we need you!
223	3.11	a	Please make camp possible for all deserving Indianapolis children and send in a tax deductible contribution today in the enclosed envelope.
224	3.37	a	Yes, it's that time of the year -- the start of the Boys & Girls clubs of Indianapolis' Camp.
225	3.22	a	Consider sponsoring 1, 2, or 3 children.
226	3.6	a	No matter the size of the donation, please know that your gift will be appreciated and make a difference.
227	3.0	a	Sincerely,
228	3.43	a	You can make a difference in a child's life.
229	3.67	a	Sponsor a child at the Boys & Girls Clubs of Indianapolis' summer camp today!
230	3.2	a	Six weeks of learning and exploring, sports, arts, and fellowship.
231	3.6	a	I know you're committed to ensuring today's children have safe, healthy, and positive summer experiences.
232	3.14	a	That's why I want you to learn more about the Super Summer Safari Camp.
233	3.29	a	At Super Summer Safari Camp, there are daily sports, nature, and arts activities.
234	3.4	a	Dear Friend,
235	3.1	a	In addition to the fun stuff, important life-skills such as self-esteem, leadership, and interpersonal cooperation are being developed.
236	4.0	a	It's summertime, so it must be time for CAMP!
237	3.2	a	Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!
238	3.0	a	Would you please consider a gift of the same in 1999?
239	2.83	a	Please, give generously.
240	3.1	a	The kids are depending on you.
241	3.0	a	Respectfully,
242	3.0	a	James Campbell President of the Board Deputy Chief, Indianapolis Police Department
243	3.0	a	Please detach and return in the enclosed envelope.
244	2.45	a	Youngsters often find themselves feeling alienated and alone.
245	3.0	a	February 26, 1999
246	3.11	a	That's where the Boys & Girls Clubs of Indianapolis come in.
247	3.3	a	We reach out to kids -- especially those from disadvantaged neighborhoods where the risks are highest.
248	3.44	a	We give them a chance to realize their own potential by giving them a place where they can develop a sense of competence, of usefulness, a sense of belonging and of influence.
249	3.2	a	Money for programs, for equipment, and for repairs and improvements to club facilities.
250	3.9	a	Your contribution last year of helped us get where we are today.
251	3.5	a	In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize!
252	3.33	a	The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors.
253	3.4	a	Join in this wonderful event and help Jameson Camp continue to provide the year-round support that gives kids a chance to create dreams.
254	3.0	a	Questions?
255	3.1	a	Call Pat Bray at 241-2661 or e-mail, jcfundrzr@aol.com
256	3.2	a	Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as Jameson Camp will hold its first ever Jameson Grill.
257	3.9	a	A fund raiser dedicated to you and your family having fun!
258	3.33	a	!
259	3.3	a	For this event, when you purchase a corporate picnic table, you will be able to bring 16 people.
260	3.0	a	The Grill will feature enough activities that you and your kids will have a tough time deciding what to do.
261	3.4	a	From basketball, kickball, volleyball, archery, crafts, an egg toss, and even a walk through our creek, you will have plenty to do to get you good and hungry.
262	3.3	a	The only fund raising event in the world where you can bring your entire family, other employees, or maybe even your neighbors.
263	3.0	a	Hungry, you bet!
264	3.8	a	We'll prepare a hog roast and hot dogs for the kids, with all the fixings.
265	3.29	a	This event is designed to be fun for campers, their families, friends of the camp, neighbors, staff, and anyone interested in finding out more about Jameson.
266	4.2	a	In short, Fun for Everyone!
267	3.12	a	The family-friendly event, September 20, 1997, will include a hog roast, activities for kids and adults, prizes for activities, and a small raffle.
268	3.0	a	This is where we need your help.
269	3.34	a	Can you help support this wonderful event by furnishing any type of products or services that can be used as prizes for our activities or as a raffle prize?
270	3.25	a	Jameson is a not-for-profit agency established in 1928 to serve the youth of central Indiana who have special needs.
271	3.4	a	Your contribution will help with funding so Jameson Camp can continue providing the year-round camping experience that gives kids a chance to create dreams.
272	3.1	a	Enclosed is a form you can complete and return to us in the postage-paid envelope.
273	2.89	a	July 11, 1997
274	3.12	a	If you have any questions, please call me at 241-2661.
275	2.8	a	Sincerely,
276	3.1	a	Help Blaze The Trail -- 1997 Jameson Camp
277	3.9	a	Thank you for your last Annual Fund Gift!
278	3.09	a	The camp offers summer residential programs for children from ages 7-17, and continues contact with the campers and their families with special overnight and weekend follow-up events during the school year.
279	3.0	a	Name Address City, State Zip
280	2.92	a	All children who attend the camp are referred by social workers, doctors, teachers, counselors, and other professionals.
281	3.3	a	The goal of our organized camping experience is to improve the total health of the children socially, emotionally, and physically.
282	3.2	a	We need your help in continuing the work of Jameson Camp.
283	3.4	a	Two of them told me yesterday that as a group they decided they had to earn the right to ask others for help by accomplishing something real to help themselves.
284	3.3	a	Even after the summer sessions come to a close, Jameson campers will take part in year-round programs designed to keep that positive contact with peers and role models alive and important.
285	3.4	a	We've scheduled more than 15 follow-up camper weekends beginning in September and going around till next summers camping season.
286	3.2	a	Please, consider renewing your support of these great kids today.
287	3.0	a	Sincerely,
288	3.0	a	P.S.
289	3.1	a	If you can give a little more to help meet this increased expense we would appreciate your support.
290	3.2	a	All of our Six summer camping sessions are booked to capacity (and, truth be told, with maybe one our two extra returning campers squeezed in) and we have a waiting list of 60 children who are hoping to come if a spot should open.
291	3.0	a	Dear Name,
292	3.5	a	What a Summer!
293	3.1	a	Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies.
294	2.8	a	It seems summer options aren't readily available for troubled kids whose families have limited incomes, so we're doing all we can to make Jameson available.
295	3.5	a	And we're just getting started!
296	3.0	a	"That ""we"" includes the Youth Leadership teens."
297	3.25	a	These 60 or so campers have takenon a fund raiser with a goal of raising $16,000 for camperships.
298	3.29	a	An understanding that, above anything else, success requires genuine effort, a willingness to set challenging goals.
299	3.0	a	In just the past few years this program has grown from a few kids and a few extra activities to a team of almost 60 young adults taking on real projects.
300	3.09	a	YL teens will make J.C. juniors happen again this year for 7 and 8 year old campers.
301	3.6	a	A five day camp, J.C. juniors introduces at-risk children to Jameson two years earlier than we could previously reach them.
302	3.9	a	That means we now have the opportunity to be a stable, positive and important part of each child's life for an entire decade.
303	3.3	a	The teens have also decided to raise money to provide camperships for other campers because they know what Jameson has meant to them.
304	3.0	a	And their activities aren't isolated to Jameson.
305	3.5	a	The teens have undertaken a volunteer project to regularly visit with sick children at a local hospital.
306	3.0	a	June 10, 1997
307	3.1	a	Please consider renewing your gift today.
308	3.0	a	The kids need your leadership now more than ever.
309	3.0	a	If you can increase your last donation, we would appreciate that show of support for the campers and their efforts to overcome obstacles and create successful lives.
310	4.11	a	Thank you again for helping point the way.
311	3.0	a	Sincerely,
312	3.0	a	Julie Marsh, Executive Director
313	3.0	a	P.S.
314	3.14	a	These are the attributes we want all children to have.
315	3.2	a	You help Jameson campers reach for them.
316	2.88	a	Name Address City, ST Zip
317	3.11	a	Jameson points the way for children who need that extra hand and I hope you'll continue your support this year.
318	3.5	a	You're last gift of $50.00 helped make it possible for us to provide guidance, encouragement and fun to nearly 400 Indianapolis area children.
319	3.0	a	And not just during the summer, but throughout the year.
320	3.4	a	Confidence.
321	3.5	a	The best indicator I can give you of the positive effect our year-round contact has is the growth in and deeds of the Youth Leadership teens.
322	3.25	a	The Summer Enrichment Program will conclude with a celebration that includes family and friends.
323	3.0	a	We would like to offer our youth a small reward for their participation by presenting them with gift certificates from Target.
324	3.0	a	Therefore, we are asking you to donate 45, $10 gift certificates that can be used toward the purchase of school supplies or clothing, in the total amount of $450.
325	3.12	a	In return, we will recognize Target as a sponsor during our event and in the event program.
326	3.6	a	I will be happy to supply any additional information you may need and thank you for your consideration of our request.
327	3.6	a	We look forward to hearing from you.
328	3.0	a	Sincerely,
329	2.88	a	Valery De Long Director of Development
330	3.1	a	In 1998, we served a total of 31,484 low-income individuals through job training and placement assistance, youth and senior programming, family counseling, emergency assistance, and much more.
331	3.0	a	Name Address City, ST Zip
332	3.14	a	As you can see from the enclosed map, your Target store is located in the heart of four of our service areas.
333	3.5	a	The centers that serve these areas, Mary Rigg Neighborhood Center, Hawthorne Community Center, Southwest Multi-Service Center, and Christamore House, have teamed up to run an exciting job readiness program for 14 and 15 year old area residents called the Summer Enrichment Program.
334	3.1	a	Dear Mr. Ratcliff:
335	3.12	a	CCI is a federation of 13 neighborhood-based multi-service centers whose mission is to identify and meet the human service needs of residents throughout Marion County in the most effective, efficient and comprehensive way possible.
336	3.1	a	Between June 21 and August 31, 45 youth will spend 20 hours a week developing life management and work ethic skills, learning the computer, visiting area colleges, and interacting with guest speakers.
337	3.3	a	With this in mind, I am asking each one of you to make a personal contribution of $50, $100 or even $1,000 to show that you believe in the work that we do and are willing to support it with both your time and your finances.
338	3.2	a	CCI has come a long way in the last five years.
339	3.12	a	This way when we go out to ask for community support and are asked about our board giving level, we can show our in-house commitment through 100% board participation.
340	3.0	a	I also encourage you to seek additional support through your company, church, or service organization.
341	3.7	a	We've worked hard to structrue the organization so that we've ready to move boldly into the next century, and I believe that we have an exciting and successful future ahead of us.
342	3.0	a	I know that our staff and committee members will be happy to go with you to talk to these group if you need their help.
343	3.8	a	We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.
344	3.63	a	Your financial support of the development process is just one step in making CCI a stronger, more efficient and ultimately more effective federation of service providers.
345	2.91	a	MMM F_NAME L_NAME TITLE COMPANY ADDRESS CITY,ST ZIP March 4, 1999
346	3.1	a	Please, make your contribution today.
347	2.89	a	Sincerely,
348	2.9	a	P.S.
349	3.0	a	If you have any questions, feel free to call Valery De Long at CCI, 638-3360 x23.
350	3.12	a	One of the areas we've decided to focus on is development.
351	2.9	a	It's clear that if we don't increase our base of private funding, we won't have the kind of control we need to ensure the continued success of our centers and the very important services they offer.
352	2.9	a	In 1998, CCI served 31,484 individuals right in their own backyards.
353	2.9	a	Where else would that many people turn if CCI weren't there to help?
354	3.0	a	Dear LTR_NAME:
355	3.44	a	This in turn will help us to increase and even improve the services we offer.
356	3.27	a	HIPPY (Home Instructional Program for Preschool Youngsters) for families.
357	3.17	a	In Home Services for adults and seniors.
358	3.5	a	Answer 34,700 opportunities to change a life!
359	2.9	a	Better yet, most of these services occur in cooperation with private and public agencies from all over the city - CICOA The Access Network, Goodwill Industries, Indianapolis Housing Agency, City of Indianapolis, Indianapolis Private Industry Council, Family and Social Services administration, OTC, Indy Parks, and numerous community development corporations, neighborhood organizations, and churches, to name just a few.
360	3.0	a	July 30, 1999
361	2.9	a	This is exactly what happened in 1997 when Community Centers of Indianapolis provided its comprehensive, neighborhood-based services to individuals and families all over Marion County.
362	3.3	a	More than 34,000 people benefited from our services in 1997, and the final count for 1998 could be even higher.
363	3.2	a	We're asking for a contribution in the amount of because you can't got a better bang for your buck than to support an organization that impacts so many lives in so many ways.
364	3.5	a	Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.
365	3.0	a	If you have any questions, please feel free to give us a call at 638-3360.
366	3.6	a	We thank you for your consideration, and look forward to hearing from you.
367	3.0	a	Sincerely,
368	3.0	a	Earline S. Moore President
369	3.0	a	Valery De Long Director of Development
370	3.0	a	Dear Name:
371	3.0	a	And we can do even more in 1999 with your financial support!
372	3.11	a	Just look at the range of services we offer:
373	3.0	a	Preschool for young children
374	3.0	a	Question What do you get in 987,165 hours with 291people in 15 locations?
375	3.0	a	Adult Day Care for seniors
376	3.38	a	Senior Case Management Aids Education for youth and adults
377	3.0	a	Senior Nutrition meal program
378	3.33	a	Day Care for young children
379	3.25	a	As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people.
380	3.44	a	Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community that will help young people continue to be involved in positive activities.
381	3.12	a	In 1998, MCCOY, Inc. led two efforts that, we believe, will help our community continue to take the steps necessary to help all young people grow up and develop well.
382	3.2	a	One, IndyGo in April adopted a much-needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long.
383	3.3	a	Two, funding was made available this summer for youth organizations and churches to conduct positive youth programming on Saturday evenings.
384	2.6	a	Through the youth mapping process, it was confirmed that the positive opportunities for youth on weekend evenings were lacking.
385	3.3	a	That need is being met.
386	3.3	a	As it has been an exciting year for all of us, MCCOY, Inc. cannot do its part without the support of organizations like yours.
387	3.12	a	Annually, we ask several of our youth serving organizations to join us in our effort to help young people grow up well in Indianapolis.
388	3.36	a	Enclosed is a donation card that will enable you to make Indianapolis a great place for ALL of us to live.
389	3.0	a	If you have any questions or concerns at any time, please do not hesitate to call me at 921-1288.
390	2.9	a	Sincerely,
391	3.0	a	John F. Brandon, President MCCOY, Inc.
392	3.3	a	Participants in the Youth Outcomes Educational Initiative identified three goals for all our youth to obtain: economic self-sufficiency, healthy family, social relationships, and involvement in the community.
393	3.0	a	Name Address City, ST Zip
394	3.3	a	A short time later, the Community Youth Mapping Project sent 55 young people out into the community to identify the resources they need to grow up well: caring adults, safe places to go, and positive things to do.
395	3.2	a	One group of adults and one group of youth, through two very different processes, have arrived at the same conclusion; our community still has much to do if we are to help ALL of your youth successfully develop into the responsible, productive adults who will our community in the future.
396	3.3	a	It is our goal that every young person in Marion County have access to the programs and services that can best assist them in their growth toward a positive adulthood.
397	3.2	a	I will call you in a few weeks to discuss your level of interest.
398	3.22	a	Please consider joining together with your fellow citizens in support of the work of the Marion County Commission on Youth.
399	3.0	a	January 5, 1997
400	3.0	a	Sincerely,
401	3.1	a	John Brandon Executive Director
402	3.0	a	As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.
403	3.2	a	MCCOY Inc., originally founded as a government agency but re-organized in 1993 as an independent not-for-profit, is a county-wide youth services coordinating, planning, and convening agency.
404	3.2	a	Its purpose is to encourage collaboration and cooperation between the various agencies, programs, and systems that serve our community's youth.
405	3.2	a	Dear Bill:
406	3.4	a	This is the time of year when our thoughts turn to ways to do things differently, things that will make our lives better and improve the quality of our life.
407	2.88	a	The formation of The Community Academy, a pilot project directed at expelled students from local school systems, has come about as a result of MCCOY's efforts to mobilize community agencies in response to a pressing issue.
408	3.43	a	McCoy is actively represented and working with numerous community collaborations where we regularly raise our voice to speak out for the inclusion of young people in both decision-making and program planning processes.
